"Well"	"replno"	"smpltp"	"templvol"	"QtyID"	"WellType"	"Replicate"	"ThresholddRn"	"CtdRn"	"Quantitycopies"	"RSqdRn"	"SlopedRn"	"qpcrno"	"MONISprojectno"	"AssayID"	"spcabbr"	"plateno"	"qpcrrundate"	"Conc"	"Species"	"Sample_Name"	"Ct"	"MST_sample_number"	"Bemaerkn"	"conc_qubit_ng_uL"	"Dato.for.ekstraktion"	"dato_80C"	"Dato_for_indsml"	"Dato_inds"	"Dyb_lagd01"	"Dyb_Str_m"	"Ekstraktionsnummer"	"Elueringvolumen.AE.buffer.uL"	"Inst"	"lokalitet_vanda"	"Lok_omr01"	"lok_pos_lat"	"lok_pos_lon"	"max_Dyb"	"MST.nummer"	"MST.n_Dinds"	"MSTno_di"	"MST_STEXno"	"Navn_Inds"	"Noter2"	"skib"	"smplNoSTEX"	"Sub_Nmb_for_extraction"	"Temp_Inds"	"U_Pr_Nr"	"vandsoejllagd"	"Vwf_mL"	"wdt"	"smpl_day"	"smpl_mnt"	"smpl_yea"	"init_concentration"
"F01"	6	"std3E0"	"3uL"	"QtyorID"	"Standard"	6	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"std3E0"	0	"std3E0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
"F02"	6	"std3E0"	"3uL"	"QtyorID"	"Standard"	6	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"std3E0"	0	"std3E0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
"F03"	6	"std3E0"	"3uL"	"QtyorID"	"Standard"	6	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"std3E0"	0	"std3E0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
"F04"	14	"MST2021-040"	"3uL"	"QtyorID"	"Unknown"	14	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-040"	0	"MST2021040"	NA	"4.92"	"2021-dec-08"	"2021-09-22"	"2021-09-15"	"2021-09-15"	NA	95	"MST-SX22"	400	"MSToestjylland"	93420310	"Tr3Fornaes"	56.4437333333333	10.9524027777778	11	"MST2021040"	"MST2021040_2021-09-15"	"MST2021040::2021-09-15"	"MST2021040STEX22_09"	"JensDeding"	NA	"Havana"	"MST2021040STEX22_09"	"22_09"	15.7	"MST2021040"	"?"	1270	FALSE	15	9	2021	NA
"F05"	14	"MST2021-040"	"3uL"	"QtyorID"	"Unknown"	14	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-040"	0	"MST2021040"	NA	"4.92"	"2021-dec-08"	"2021-09-22"	"2021-09-15"	"2021-09-15"	NA	95	"MST-SX22"	400	"MSToestjylland"	93420310	"Tr3Fornaes"	56.4437333333333	10.9524027777778	11	"MST2021040"	"MST2021040_2021-09-15"	"MST2021040::2021-09-15"	"MST2021040STEX22_09"	"JensDeding"	NA	"Havana"	"MST2021040STEX22_09"	"22_09"	15.7	"MST2021040"	"?"	1270	FALSE	15	9	2021	NA
"F06"	14	"MST2021-040"	"3uL"	"QtyorID"	"Unknown"	14	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-040"	0	"MST2021040"	NA	"4.92"	"2021-dec-08"	"2021-09-22"	"2021-09-15"	"2021-09-15"	NA	95	"MST-SX22"	400	"MSToestjylland"	93420310	"Tr3Fornaes"	56.4437333333333	10.9524027777778	11	"MST2021040"	"MST2021040_2021-09-15"	"MST2021040::2021-09-15"	"MST2021040STEX22_09"	"JensDeding"	NA	"Havana"	"MST2021040STEX22_09"	"22_09"	15.7	"MST2021040"	"?"	1270	FALSE	15	9	2021	NA
"F07"	22	"NEKfeb2022"	"3uL"	"QtyorID"	"Unknown"	22	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"NEKfeb2022"	0	"NEKfeb2022"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"F08"	22	"NEKfeb2022"	"3uL"	"QtyorID"	"Unknown"	22	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"NEKfeb2022"	0	"NEKfeb2022"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"F09"	22	"NEKfeb2022"	"3uL"	"QtyorID"	"Unknown"	22	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"NEKfeb2022"	0	"NEKfeb2022"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"F10"	30	"MST2021-062"	"3uL"	"QtyorID"	"Unknown"	30	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-062"	0	"MST2021062"	NA	"19"	"2022-feb-01"	"2021-05-21"	"2021-05-21"	"2021-05-21"	"12"	1	"MST-SX25"	400	"MSTFYN"	95600002	"95600002_FYN6300043"	54.9975833333333	10.1654166666667	361	"MST2021062"	"MST2021062_2021-05-21"	"MST2021062::2021-05-21"	"MST2021062STEX25_10"	"janeRobertsen"	NA	"Frigg"	"MST2021062STEX25_10"	"25_10"	112.2	"MST2021062"	"ja"	1400	FALSE	21	5	2021	NA
"F11"	30	"MST2021-062"	"3uL"	"QtyorID"	"Unknown"	30	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-062"	0	"MST2021062"	NA	"19"	"2022-feb-01"	"2021-05-21"	"2021-05-21"	"2021-05-21"	"12"	1	"MST-SX25"	400	"MSTFYN"	95600002	"95600002_FYN6300043"	54.9975833333333	10.1654166666667	361	"MST2021062"	"MST2021062_2021-05-21"	"MST2021062::2021-05-21"	"MST2021062STEX25_10"	"janeRobertsen"	NA	"Frigg"	"MST2021062STEX25_10"	"25_10"	112.2	"MST2021062"	"ja"	1400	FALSE	21	5	2021	NA
"F12"	30	"MST2021-062"	"3uL"	"QtyorID"	"Unknown"	30	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-062"	0	"MST2021062"	NA	"19"	"2022-feb-01"	"2021-05-21"	"2021-05-21"	"2021-05-21"	"12"	1	"MST-SX25"	400	"MSTFYN"	95600002	"95600002_FYN6300043"	54.9975833333333	10.1654166666667	361	"MST2021062"	"MST2021062_2021-05-21"	"MST2021062::2021-05-21"	"MST2021062STEX25_10"	"janeRobertsen"	NA	"Frigg"	"MST2021062STEX25_10"	"25_10"	112.2	"MST2021062"	"ja"	1400	FALSE	21	5	2021	NA
"G01"	7	"std3E-1"	"3uL"	"QtyorID"	"Standard"	7	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"std3E-1"	0	"std3E1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3
"G02"	7	"std3E-1"	"3uL"	"QtyorID"	"Standard"	7	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"std3E-1"	0	"std3E1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3
"G03"	7	"std3E-1"	"3uL"	"QtyorID"	"Standard"	7	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"std3E-1"	0	"std3E1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3
"G04"	15	"MST2021-081"	"3uL"	"QtyorID"	"Unknown"	15	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-081"	0	"MST2021081"	"RIB1510007"	"3.54"	"2021-nov-24"	"2021-09-21"	"2021-09-20"	"2021-09-20"	NA	1	"MST-SX21"	400	"Sydjylland"	91500007	"Soenderhooest"	55.3375166666667	8.35012777777778	63	"MST2021081"	"MST2021081_2021-09-20"	"MST2021081::2021-09-20"	"MST2021081STEX21_22"	"LasseoerstedJensen"	NA	"Haig"	"MST2021081STEX21_22"	"21_22"	16	"MST2021081"	"nej"	1300	FALSE	20	9	2021	NA
"G05"	15	"MST2021-081"	"3uL"	"QtyorID"	"Unknown"	15	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-081"	0	"MST2021081"	"RIB1510007"	"3.54"	"2021-nov-24"	"2021-09-21"	"2021-09-20"	"2021-09-20"	NA	1	"MST-SX21"	400	"Sydjylland"	91500007	"Soenderhooest"	55.3375166666667	8.35012777777778	63	"MST2021081"	"MST2021081_2021-09-20"	"MST2021081::2021-09-20"	"MST2021081STEX21_22"	"LasseoerstedJensen"	NA	"Haig"	"MST2021081STEX21_22"	"21_22"	16	"MST2021081"	"nej"	1300	FALSE	20	9	2021	NA
"G06"	15	"MST2021-081"	"3uL"	"QtyorID"	"Unknown"	15	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-081"	0	"MST2021081"	"RIB1510007"	"3.54"	"2021-nov-24"	"2021-09-21"	"2021-09-20"	"2021-09-20"	NA	1	"MST-SX21"	400	"Sydjylland"	91500007	"Soenderhooest"	55.3375166666667	8.35012777777778	63	"MST2021081"	"MST2021081_2021-09-20"	"MST2021081::2021-09-20"	"MST2021081STEX21_22"	"LasseoerstedJensen"	NA	"Haig"	"MST2021081STEX21_22"	"21_22"	16	"MST2021081"	"nej"	1300	FALSE	20	9	2021	NA
"G07"	23	"MST1028"	"3uL"	"QtyorID"	"Unknown"	23	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST1028"	0	"MST1028"	NA	"7.15"	"2022-jan-06"	"2021-03-26"	"2021-03-15"	"2021-03-15"	"17"	282	"MST-SX23"	400	"MSTSYD"	95700008	"FFSB0011"	54.8341666666667	9.81666666666667	292	"MST1028"	"MST1028_2021-03-15"	"MST1028::2021-03-15"	"MST1028STEX23_11"	"RasmusBillegrav"	NA	"LivII"	NA	"23_11"	27.8	"MST1028"	"ja"	1600	FALSE	15	3	2021	NA
"G08"	23	"MST1028"	"3uL"	"QtyorID"	"Unknown"	23	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST1028"	0	"MST1028"	NA	"7.15"	"2022-jan-06"	"2021-03-26"	"2021-03-15"	"2021-03-15"	"17"	282	"MST-SX23"	400	"MSTSYD"	95700008	"FFSB0011"	54.8341666666667	9.81666666666667	292	"MST1028"	"MST1028_2021-03-15"	"MST1028::2021-03-15"	"MST1028STEX23_11"	"RasmusBillegrav"	NA	"LivII"	NA	"23_11"	27.8	"MST1028"	"ja"	1600	FALSE	15	3	2021	NA
"G09"	23	"MST1028"	"3uL"	"QtyorID"	"Unknown"	23	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST1028"	0	"MST1028"	NA	"7.15"	"2022-jan-06"	"2021-03-26"	"2021-03-15"	"2021-03-15"	"17"	282	"MST-SX23"	400	"MSTSYD"	95700008	"FFSB0011"	54.8341666666667	9.81666666666667	292	"MST1028"	"MST1028_2021-03-15"	"MST1028::2021-03-15"	"MST1028STEX23_11"	"RasmusBillegrav"	NA	"LivII"	NA	"23_11"	27.8	"MST1028"	"ja"	1600	FALSE	15	3	2021	NA
"G10"	31	"MST2021-051"	"3uL"	"QtyorID"	"Unknown"	31	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-051"	0	"MST2021051"	NA	"22.5"	"2022-feb-01"	"2021-06-10"	"2021-06-04"	"2021-06-04"	NA	1	"MST-SX25"	400	"MSTNJL"	93730002	"93730002_VIB3708_1"	56.9543333333333	9.07075	7	"MST2021051"	"MST2021051_2021-06-04"	"MST2021051::2021-06-04"	"MST2021051STEX25_16"	"RasmusBillegrav"	NA	"Frigg"	"MST2021051STEX25_16"	"25_16"	150.8	"MST2021051"	"nej"	1700	FALSE	4	6	2021	NA
"G11"	31	"MST2021-051"	"3uL"	"QtyorID"	"Unknown"	31	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-051"	0	"MST2021051"	NA	"22.5"	"2022-feb-01"	"2021-06-10"	"2021-06-04"	"2021-06-04"	NA	1	"MST-SX25"	400	"MSTNJL"	93730002	"93730002_VIB3708_1"	56.9543333333333	9.07075	7	"MST2021051"	"MST2021051_2021-06-04"	"MST2021051::2021-06-04"	"MST2021051STEX25_16"	"RasmusBillegrav"	NA	"Frigg"	"MST2021051STEX25_16"	"25_16"	150.8	"MST2021051"	"nej"	1700	FALSE	4	6	2021	NA
"G12"	31	"MST2021-051"	"3uL"	"QtyorID"	"Unknown"	31	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-051"	0	"MST2021051"	NA	"22.5"	"2022-feb-01"	"2021-06-10"	"2021-06-04"	"2021-06-04"	NA	1	"MST-SX25"	400	"MSTNJL"	93730002	"93730002_VIB3708_1"	56.9543333333333	9.07075	7	"MST2021051"	"MST2021051_2021-06-04"	"MST2021051::2021-06-04"	"MST2021051STEX25_16"	"RasmusBillegrav"	NA	"Frigg"	"MST2021051STEX25_16"	"25_16"	150.8	"MST2021051"	"nej"	1700	FALSE	4	6	2021	NA
"H01"	8	"std3ENTC"	"3uL"	"QtyorID"	"NTC"	8	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"std3ENTC"	0	"std3ENTC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"H02"	8	"std3ENTC"	"3uL"	"QtyorID"	"NTC"	8	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"std3ENTC"	0	"std3ENTC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"H03"	8	"std3ENTC"	"3uL"	"QtyorID"	"NTC"	8	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"std3ENTC"	0	"std3ENTC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"H04"	16	"MST2021-044"	"3uL"	"QtyorID"	"Unknown"	16	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-044"	0	"MST2021044"	"RIB1510007"	"2.62"	"2021-dec-08"	"2021-05-20"	"2021-05-19"	"2021-05-19"	NA	1	"MST-SX22"	400	"Sydjylland"	91500007	"Soenderhooest"	55.3375166666667	8.35012777777778	55	"MST2021044"	"MST2021044_2021-05-19"	"MST2021044::2021-05-19"	"MST2021044STEX22_11"	"LasseoerstedJensen"	NA	"Haig"	"MST2021044STEX22_11"	"22_11"	11	"MST2021044"	"nej"	1200	FALSE	19	5	2021	NA
"H05"	16	"MST2021-044"	"3uL"	"QtyorID"	"Unknown"	16	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-044"	0	"MST2021044"	"RIB1510007"	"2.62"	"2021-dec-08"	"2021-05-20"	"2021-05-19"	"2021-05-19"	NA	1	"MST-SX22"	400	"Sydjylland"	91500007	"Soenderhooest"	55.3375166666667	8.35012777777778	55	"MST2021044"	"MST2021044_2021-05-19"	"MST2021044::2021-05-19"	"MST2021044STEX22_11"	"LasseoerstedJensen"	NA	"Haig"	"MST2021044STEX22_11"	"22_11"	11	"MST2021044"	"nej"	1200	FALSE	19	5	2021	NA
"H06"	16	"MST2021-044"	"3uL"	"QtyorID"	"Unknown"	16	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-044"	0	"MST2021044"	"RIB1510007"	"2.62"	"2021-dec-08"	"2021-05-20"	"2021-05-19"	"2021-05-19"	NA	1	"MST-SX22"	400	"Sydjylland"	91500007	"Soenderhooest"	55.3375166666667	8.35012777777778	55	"MST2021044"	"MST2021044_2021-05-19"	"MST2021044::2021-05-19"	"MST2021044STEX22_11"	"LasseoerstedJensen"	NA	"Haig"	"MST2021044STEX22_11"	"22_11"	11	"MST2021044"	"nej"	1200	FALSE	19	5	2021	NA
"H07"	24	"MST1027"	"3uL"	"QtyorID"	"Unknown"	24	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST1027"	0	"MST1027"	NA	"5.4"	"2022-feb-01"	"2021-03-26"	"2021-03-19"	"2021-03-19"	"95"	155	"MST-SX25"	400	"MSTFYN"	96510125	"Sydfynskeoehav_BF11"	55.0262	10.3685111111111	165	"MST1027"	"MST1027_2021-03-19"	"MST1027::2021-03-19"	"MST1027STEX25_15"	"RasmusBillegrav"	NA	"LivII"	NA	"25_15"	42	"MST1027"	"ja"	1500	FALSE	19	3	2021	NA
"H08"	24	"MST1027"	"3uL"	"QtyorID"	"Unknown"	24	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST1027"	0	"MST1027"	NA	"5.4"	"2022-feb-01"	"2021-03-26"	"2021-03-19"	"2021-03-19"	"95"	155	"MST-SX25"	400	"MSTFYN"	96510125	"Sydfynskeoehav_BF11"	55.0262	10.3685111111111	165	"MST1027"	"MST1027_2021-03-19"	"MST1027::2021-03-19"	"MST1027STEX25_15"	"RasmusBillegrav"	NA	"LivII"	NA	"25_15"	42	"MST1027"	"ja"	1500	FALSE	19	3	2021	NA
"H09"	24	"MST1027"	"3uL"	"QtyorID"	"Unknown"	24	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST1027"	0	"MST1027"	NA	"5.4"	"2022-feb-01"	"2021-03-26"	"2021-03-19"	"2021-03-19"	"95"	155	"MST-SX25"	400	"MSTFYN"	96510125	"Sydfynskeoehav_BF11"	55.0262	10.3685111111111	165	"MST1027"	"MST1027_2021-03-19"	"MST1027::2021-03-19"	"MST1027STEX25_15"	"RasmusBillegrav"	NA	"LivII"	NA	"25_15"	42	"MST1027"	"ja"	1500	FALSE	19	3	2021	NA
"H10"	32	"MST2021-099"	"3uL"	"QtyorID"	"Unknown"	32	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-099"	0	"MST2021099"	NA	"5.4"	"2022-jan-11"	"2021-08-25"	"2021-08-24"	"2021-08-24"	"3"	1	"MST-SX24"	400	"MSTOJL"	94400007	"94400007_ARH170006"	56.1544166666667	10.3166972222222	16	"MST2021099"	"MST2021099_2021-08-24"	"MST2021099::2021-08-24"	"MST2021099STEX24_19"	"RasmusBillegrav"	NA	"Frigg"	"MST2021099STEX24_19"	"24_19"	175.1	"MST2021099"	"ja"	1500	FALSE	24	8	2021	NA
"H11"	32	"MST2021-099"	"3uL"	"QtyorID"	"Unknown"	32	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-099"	0	"MST2021099"	NA	"5.4"	"2022-jan-11"	"2021-08-25"	"2021-08-24"	"2021-08-24"	"3"	1	"MST-SX24"	400	"MSTOJL"	94400007	"94400007_ARH170006"	56.1544166666667	10.3166972222222	16	"MST2021099"	"MST2021099_2021-08-24"	"MST2021099::2021-08-24"	"MST2021099STEX24_19"	"RasmusBillegrav"	NA	"Frigg"	"MST2021099STEX24_19"	"24_19"	175.1	"MST2021099"	"ja"	1500	FALSE	24	8	2021	NA
"H12"	32	"MST2021-099"	"3uL"	"QtyorID"	"Unknown"	32	0.0849	"NoCt"	"NoCt"	0.996	-3.438	"qpcr967"	"MONIS6"	"AssID24"	"Homame"	"plt01"	"qpcrrundate20221124"	0	"Homame"	"MST2021-099"	0	"MST2021099"	NA	"5.4"	"2022-jan-11"	"2021-08-25"	"2021-08-24"	"2021-08-24"	"3"	1	"MST-SX24"	400	"MSTOJL"	94400007	"94400007_ARH170006"	56.1544166666667	10.3166972222222	16	"MST2021099"	"MST2021099_2021-08-24"	"MST2021099::2021-08-24"	"MST2021099STEX24_19"	"RasmusBillegrav"	NA	"Frigg"	"MST2021099STEX24_19"	"24_19"	175.1	"MST2021099"	"ja"	1500	FALSE	24	8	2021	NA
"A01"	1	"std3E5"	"3uL"	"QtyorID"	"Standard"	1	0.0701	"22.61"	"3.00e+005"	0.989	-3.327	"qpcr968"	"MONIS6"	"AssID24"	"Homame"	"plt02"	"qpcrrundate20221124"	3e+05	"Homame"	"std3E5"	22.61	"std3E5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3e+05
"A02"	1	"std3E5"	"3uL"	"QtyorID"	"Standard"	1	0.0701	"22.73"	"3.00e+005"	0.989	-3.327	"qpcr968"	"MONIS6"	"AssID24"	"Homame"	"plt02"	"qpcrrundate20221124"	3e+05	"Homame"	"std3E5"	22.73	"std3E5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3e+05
"A03"	1	"std3E5"	"3uL"	"QtyorID"	"Standard"	1	0.0701	"22.74"	"3.00e+005"	0.989	-3.327	"qpcr968"	"MONIS6"	"AssID24"	"Homame"	"plt02"	"qpcrrundate20221124"	3e+05	"Homame"	"std3E5"	22.74	"std3E5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3e+05
"A04"	9	"MST2021-058"	"3uL"	"QtyorID"	"Unknown"	9	0.0701	"NoCt"	"NoCt"	0.989	-3.327	"qpcr968"	"MONIS6"	"AssID24"	"Homame"	"plt02"	"qpcrrundate20221124"	0	"Homame"	"MST2021-058"	0	"MST2021058"	NA	"3.7"	"2021-nov-24"	"2021-09-03"	"2021-08-30"	"2021-08-30"	"17"	1	"MST-SX21"	400	"MSTOJL"	94300001	"94300001_VEJ0006870"	55.6743833333333	10.0845083333333	194	"MST2021058"	"MST2021058_2021-08-30"	"MST2021058::2021-08-30"	"MST2021058STEX21_13"	"KRISTIANMCGREGOR"	NA	"Frigg"	"MST2021058STEX21_13"	"21_13"	100.7	"MST2021058"	"ja"	1500	FALSE	30	8	2021	NA
"A05"	9	"MST2021-058"	"3uL"	"QtyorID"	"Unknown"	9	0.0701	"NoCt"	"NoCt"	0.989	-3.327	"qpcr968"	"MONIS6"	"AssID24"	"Homame"	"plt02"	"qpcrrundate20221124"	0	"Homame"	"MST2021-058"	0	"MST2021058"	NA	"3.7"	"2021-nov-24"	"2021-09-03"	"2021-08-30"	"2021-08-30"	"17"	1	"MST-SX21"	400	"MSTOJL"	94300001	"94300001_VEJ0006870"	55.6743833333333	10.0845083333333	194	"MST2021058"	"MST2021058_2021-08-30"	"MST2021058::2021-08-30"	"MST2021058STEX21_13"	"KRISTIANMCGREGOR"	NA	"Frigg"	"MST2021058STEX21_13"	"21_13"	100.7	"MST2021058"	"ja"	1500	FALSE	30	8	2021	NA
