"U_Pr_Nr";"Navn_Inds";"skib";"Inst";"Dato_inds";"Lok_omr01";"lokalitet_vanda";"lok_pos_lat";"lok_pos_lon";"max_Dyb";"Dyb_Str_m";"Vwf_mL";"vandsoejllagd";"Dyb_lagd01";"dato_80C";"Temp_Inds";"Bemaerkn";"MST.nummer";"MST.n_Dinds"
"437";"MST0511";"OleBlohmPoulsen";"Belone";"Fyn";"2020-08-31";"OdenseFjord";"94230001";55.4782166666667;10.5169111111111;9.9;1;"1400";"nej";NA;"2020-08-31";17.75;NA;"MST0511";"MST0511_2020-08-31"
"438";"MST1023";"OleBlohmPoulsen";"Belone";"Fyn";"2020-08-31";"OdenseFjord";"94230001";55.4782166666667;10.5169111111111;9.9;1;"1400";"nej";NA;"2020-08-31";17.75;NA;"MST1023";"MST1023_2020-08-31"
"439";"MST1046";"OleBlohmPoulsen";"Belone";"Fyn";"2020-08-31";"OdenseFjord";"94230001";55.4782166666667;10.5169111111111;9.9;1;"1400";"nej";NA;"2020-08-31";17.75;NA;"MST1046";"MST1046_2020-08-31"
"440";"MST0452";"SvendaageBendtsen";"MagretheGaardbo";"Nordjylland";"2020-09-29";"HirtshalsNOR7715";"92200001";57.6078333333333;9.90025555555555;18;1;"1400";"nej";NA;"2020-10-01";12.1;"Vandprøverne er nedkølet og transporteret til Aalborg hvor filtreringen skete";"MST0452";"MST0452_2020-09-29"
"441";"MST0504";"SvendaageBendtsen";"MagretheGaardbo";"Nordjylland";"2020-09-29";"HirtshalsNOR7715";"92200001";57.6078333333333;9.90025555555555;18;1;"1600";"nej";NA;"2020-10-01";12.1;"Vandprøverne er nedkølet og transporteret til Aalborg hvor filtreringen skete";"MST0504";"MST0504_2020-09-29"
"442";"MST0355";"SvendaageBendtsen";"MagretheGaardbo";"Nordjylland";"2020-09-29";"HirtshalsNOR7715";"92200001";57.6078333333333;9.90025555555555;18;1;"1500";"nej";NA;"2020-10-10";12.1;"Vandprøverne er nedkølet og transporteret til Aalborg hvor filtreringen skete";"MST0355";"MST0355_2020-09-29"
"443";"MST0438";"SvendaageBendtsen";"Pingo";"Nordjylland";"2020-06-10";"KragskovRevSyd";"93920064";57.5407666666667;10.4687805555556;5;4;"1050";"nej";NA;"2020-06-12";13;NA;"MST0438";"MST0438_2020-06-10"
"444";"MST0446";"SvendaageBendtsen";"Pingo";"Nordjylland";"2020-06-10";"KragskovRevSyd";"93920064";57.5407666666667;10.4687805555556;5;4;"1100";"nej";NA;"2020-06-12";13;NA;"MST0446";"MST0446_2020-06-10"
"445";"MST0510";"SvendaageBendtsen";"Pingo";"Nordjylland";"2020-06-10";"KragskovRevSyd";"93920064";57.5407666666667;10.4687805555556;5;4;"1050";"nej";NA;"2020-06-12";13;NA;"MST0510";"MST0510_2020-06-10"
"446";"MST0374";"JettePoulsenEngholm";"Penelope";"Midtjylland";"2020-05-26";"RKB1_91320001_RingkoebingFjord";"91320001";56.0778333333333;8.21679444444444;3.3;1;"200";"nej";"na";"2020-06-10";14.1;NA;"MST0374";"MST0374_2020-05-26"
"447";"MST0448";"JettePoulsenEngholm";"Penelope";"Midtjylland";"2020-05-26";"RKB1_91320001_RingkoebingFjord";"91320001";56.0778333333333;8.21679444444444;3.3;1;"200";"nej";"na";"2020-06-10";14.1;NA;"MST0448";"MST0448_2020-05-26"
"448";"MST0387";"JettePoulsenEngholm";"Penelope";"Midtjylland";"2020-05-26";"RKB1_91320001_RingkoebingFjord";"91320001";56.0778333333333;8.21679444444444;3.3;1;"210";"nej";"na";"2020-06-10";14.1;NA;"MST0387";"MST0387_2020-05-26"
"449";"MST0407";"JettePoulsenEngholm";"Penelope";"Midtjylland";"2020-09-15";"RKB1_91320001_RingkoebingFjord";"91320001";56.0778333333333;8.21679444444444;3.3;1;"740";"nej";"na";"2020-09-23";18;NA;"MST0407";"MST0407_2020-09-15"
"450";"MST0408";"JettePoulsenEngholm";"Penelope";"Midtjylland";"2020-09-15";"RKB1_91320001_RingkoebingFjord";"91320001";56.0778333333333;8.21679444444444;3.3;1;"680";"nej";"na";"2020-09-23";18;NA;"MST0408";"MST0408_2020-09-15"
"451";"MST0364";"JettePoulsenEngholm";"Penelope";"Midtjylland";"2020-09-15";"RKB1_91320001_RingkoebingFjord";"91320001";56.0778333333333;8.21679444444444;3.3;1;"760";"nej";"na";"2020-09-23";18;NA;"MST0364";"MST0364_2020-09-15"
"452";"MST0477";"EmilGuddalLarsen";"Gummibaad";"Sjaelland";"2020-06-16";"NivaaoeresundNord";"97200002";55.9374666666667;12.5189833333333;2;1;"1500";"nej";"-";"2020-06-23";18;NA;"MST0477";"MST0477_2020-06-16"
"453";"MST0142";"EmilGuddalLarsen";"Gummibaad";"Sjaelland";"2020-06-16";"NivaaoeresundNord";"97200002";55.9374666666667;12.5189833333333;2;1;"1800";"nej";"-";"2020-06-23";18;NA;"MST0142";"MST0142_2020-06-16"
"454";"MST0267";"EmilGuddalLarsen";"Gummibaad";"Sjaelland";"2020-06-16";"NivaaoeresundNord";"97200002";55.9374666666667;12.5189833333333;2;1;"1500";"nej";"-";"2020-06-23";18;NA;"MST0267";"MST0267_2020-06-16"
"455";"MST0501";"EmilGuddalLarsen";"Capella";"Sjaelland";"2020-06-04";"RoskildefjordRoskildebredning";"93220011";55.713;12.04;5;1;"1600";"nej";"-";"2020-06-04";18;"Tøris blev ikke leveret til tiden";"MST0501";"MST0501_2020-06-04"
"456";"MST0145";"EmilGuddalLarsen";"Capella";"Sjaelland";"2020-06-04";"RoskildefjordRoskildebredning";"93220011";55.713;12.04;5;1;"1700";"nej";"-";"2020-06-04";18;"Vi håber prøverne er ok";"MST0145";"MST0145_2020-06-04"
"457";"MST0488";"EmilGuddalLarsen";"Capella";"Sjaelland";"2020-06-04";"RoskildefjordRoskildebredning";"93220011";55.713;12.04;5;1;"1800";"nej";"-";"2020-06-04";18;NA;"MST0488";"MST0488_2020-06-04"
"458";"MST0147";"EmilGuddalLarsen";"Capella";"Sjaelland";"2020-08-18";"RoskildefjordRoskildebredning";"93220011";55.713;12.04;5;1;"1600";"nej";"-";"2020-08-18";23.19;"Sidste replikat mangler - O-ring defekt til tryk. 2/3 prøver udtaget korrekt";"MST0147";"MST0147_2020-08-18"
"459";"MST0136";"EmilGuddalLarsen";"Capella";"Sjaelland";"2020-08-18";"RoskildefjordRoskildebredning";"93220011";55.713;12.04;5;1;"1700";"nej";"-";"2020-08-18";23.19;"Sidste replikat mangler - O-ring defekt til tryk. 2/3 prøver udtaget korrekt";"MST0136";"MST0136_2020-08-18"
"460";"MST0352";"LasseoerstedJensen";"Fucus";"Sydjylland";"2020-05-20";"Soenderhooest";"91500007";55.3375166666667;8.35012777777778;5.5;2.5;"750";"nej";NA;"2020-05-21";12.5;"RIB1510007";"MST0352";"MST0352_2020-05-20"
"461";"MST0400";"LasseoerstedJensen";"Fucus";"Sydjylland";"2020-05-20";"Soenderhooest";"91500007";55.3375166666667;8.35012777777778;5.5;2.5;"700";"nej";NA;"2020-05-21";12.5;"RIB1510007";"MST0400";"MST0400_2020-05-20"
"462";"MST0404";"LasseoerstedJensen";"Fucus";"Sydjylland";"2020-05-20";"Soenderhooest";"91500007";55.3375166666667;8.35012777777778;5.5;2.5;"700";"nej";NA;"2020-05-21";12.5;"RIB1510007";"MST0404";"MST0404_2020-05-20"
"463";"MST0350";"LasseoerstedJensen";"Palmaria";"Sydjylland";"2020-06-17";"ListerDyb";"91650035";55.09355;8.56722777777778;11;1.3;"700";"nej";NA;"2020-06-19";18.5;"LISD0027";"MST0350";"MST0350_2020-06-17"
"464";"MST0360";"LasseoerstedJensen";"Palmaria";"Sydjylland";"2020-06-17";"ListerDyb";"91650035";55.09355;8.56722777777778;11;1.7;"800";"nej";NA;"2020-06-19";18.5;"LISD0027";"MST0360";"MST0360_2020-06-17"
"465";"MST0390";"LasseoerstedJensen";"Palmaria";"Sydjylland";"2020-06-17";"ListerDyb";"91650035";55.09355;8.56722777777778;11;1.7;"800";"nej";NA;"2020-06-19";18.5;"LISD0027";"MST0390";"MST0390_2020-06-17"
"466";"MST0403";"LasseoerstedJensen";"Fucus";"Sydjylland";"2020-08-25";"Soenderhooest";"91500007";55.3376166666667;8.35006944444445;6;1;"1000";"nej";NA;"2020-08-25";19;"RIB1510007";"MST0403";"MST0403_2020-08-25"
"467";"MST0356";"LasseoerstedJensen";"Fucus";"Sydjylland";"2020-08-25";"Soenderhooest";"91500007";55.3376333333333;8.35006666666667;6;1;"1050";"nej";NA;"2020-08-25";19;"RIB1510007";"MST0356";"MST0356_2020-08-25"
"468";"MST0401";"LasseoerstedJensen";"Fucus";"Sydjylland";"2020-08-25";"Soenderhooest";"91500007";55.3376333333333;8.35006666666667;6;1;"1000";"nej";NA;"2020-08-25";19;"RIB1510007";"MST0401";"MST0401_2020-08-25"
"469";"MST1039";"JettePoulsenEngholm";"Penelope";"MST_MJL";"2021-04-26";"RKB1";"91320001";56.0778333333333;8.21670555555556;32;1;"570";"nej";"na";"2021-05-03";95;NA;"MST1039";"MST1039_2021-04-26"
"470";"MST1048";"JettePoulsenEngholm";"Penelope";"MST_MJL";"2021-04-26";"RKB1";"91320001";56.0778333333333;8.21670555555556;32;1;"580";"nej";"na";"2021-05-03";95;NA;"MST1048";"MST1048_2021-04-26"
"471";"MST2021015";"BentJensen";"Penelope";"MST_MJL";"2021-09-02";"RKB1";"91320001";56.0778333333333;8.21678611111111;32;1;"925";"nej";"na";"2021-09-08";17.5;NA;"MST2021015";"MST2021015_2021-09-02"
"472";"MST2021036";"BentJensen";"Penelope";"MST_MJL";"2021-09-02";"RKB1";"91320001";56.0778333333333;8.21678611111111;32;1;"950";"nej";"na";"2021-09-08";17.5;NA;"MST2021036";"MST2021036_2021-09-02"
"473";"MST2021028";"SvendaageBendtsen";"MagretheGaardbo";"Nordjylland";"2021-09-27";"HirtshalsNOR7715_92200001";"92200001";57.6078333333333;9.90025555555555;18;NA;"1200";"nej";NA;"2021-10-09";15;"VandproeverneernedkoeletogtransporterettilAalborghvorfiltreringenskete";"MST2021028";"MST2021028_2021-09-27"
"474";"MST2021042";"SvendaageBendtsen";"MagretheGaardbo";"Nordjylland";"2021-09-27";"HirtshalsNOR7715_92200001";"92200001";57.6078333333333;9.90025555555555;18;NA;"1200";"nej";NA;"2021-10-09";15;"VandproeverneernedkoeletogtransporterettilAalborghvorfiltreringenskete";"MST2021042";"MST2021042_2021-09-27"
"475";"MST2021031";"SvendaageBendtsen";"MagretheGaardbo";"Nordjylland";"2021-06-17";"HirtshalsNOR7715_92200001";"92200001";57.6078333333333;9.90025555555555;15;4;"1200";"nej";NA;"2021-07-03";14;"ErudtagetmedLindahlslangesomdybdeintegredetproeverfra0_10metersammenmedplanktonproeverneogsaaprofilmaalingerchlAogvandkemi";"MST2021031";"MST2021031_2021-06-17"
"476";"MST2021037";"SvendaageBendtsen";"MagretheGaardbo";"Nordjylland";"2021-06-17";"HirtshalsNOR7715_92200001";"92200001";57.6078333333333;9.90025555555555;15;4;"1200";"nej";NA;"2021-07-03";14;"ErudtagetmedLindahlslangesomdybdeintegredetproeverfra0_10metersammenmedplanktonproeverneogsaaprofilmaalingerchlAogvandkemi";"MST2021037";"MST2021037_2021-06-17"
"477";"MST2021032";"SvendaageBendtsen";"Pingo";"Nordjylland";"2021-06-23";"KragskovRevSyd";"93920064";57.5407666666667;10.4687805555556;4;3;"1400";"nej";NA;"2021-07-03";15.7;"erudtagetmedNiskinvandhenter";"MST2021032";"MST2021032_2021-06-23"
"478";"MST2021045";"SvendaageBendtsen";"Pingo";"Nordjylland";"2021-06-23";"KragskovRevSyd";"93920064";57.5407666666667;10.4687805555556;4;3;"1600";"nej";NA;"2021-07-03";15.7;"erudtagetmedNiskinvandhenter";"MST2021045";"MST2021045_2021-06-23"
"479";"MST2021040";"JensDeding";"Havana";"MSToestjylland";"2021-09-15";"Tr3Fornaes";"93420310";56.4437333333333;10.9524027777778;11;95;"1270";"?";NA;"2021-09-22";15.7;NA;"MST2021040";"MST2021040_2021-09-15"
"480";"MST2021035";"JensDeding";"Havana";"MSToestjylland";"2021-09-15";"Tr3Fornaes";"93420310";56.4437333333333;10.9524027777778;11;95;"1270";"?";NA;"2021-09-22";15.7;NA;"MST2021035";"MST2021035_2021-09-15"
"481";"MST2021081";"LasseoerstedJensen";"Haig";"Sydjylland";"2021-09-20";"Soenderhooest";"91500007";55.3375166666667;8.35012777777778;63;1;"1300";"nej";NA;"2021-09-21";16;"RIB1510007";"MST2021081";"MST2021081_2021-09-20"
"482";"MST2021069";"LasseoerstedJensen";"Haig";"Sydjylland";"2021-09-20";"Soenderhooest";"91500007";55.3375166666667;8.35012777777778;63;1;"1400";"nej";NA;"2021-09-21";16;"RIB1510007";"MST2021069";"MST2021069_2021-09-20"
"483";"MST2021044";"LasseoerstedJensen";"Haig";"Sydjylland";"2021-05-19";"Soenderhooest";"91500007";55.3375166666667;8.35012777777778;55;1;"1200";"nej";NA;"2021-05-20";11;"RIB1510007";"MST2021044";"MST2021044_2021-05-19"
"484";"MST2021014";"LasseoerstedJensen";"Haig";"Sydjylland";"2021-05-19";"Soenderhooest";"91500007";55.3375166666667;8.35012777777778;55;1;"1250";"nej";NA;"2021-05-20";11;"RIB1510007";"MST2021014";"MST2021014_2021-05-19"
"485";"MST2021049";"LasseoerstedJensen";"Fucus";"Sydjylland";"2021-05-21";"ListerDyb";"91650035";55.0938666666667;8.56828611111111;11;10;"500";"nej";NA;"2021-05-21";11;"LISD0027";"MST2021049";"MST2021049_2021-05-21"
"486";"MST2021048";"LasseoerstedJensen";"Fucus";"Sydjylland";"2021-05-21";"ListerDyb";"91650035";55.0938666666667;8.56828611111111;11;10;"500";"nej";NA;"2021-05-21";11;"LISD0027";"MST2021048";"MST2021048_2021-05-21"
"487";"MST2021052";"FlemmingNoergaard";"Belone";"Fyn";"2021-06-14";"FYN6900017";"94230001";55.4678333333333;10.5169333333333;84;1;"610";"ja";"26";"2021-06-15";17.8;NA;"MST2021052";"MST2021052_2021-06-14"
"488";"MST2021063";"FlemmingNoergaard";"Belone";"Fyn";"2021-06-14";"FYN6900017";"94230001";55.4678333333333;10.5169333333333;84;1;"700";"ja";"26";"2021-06-15";17.8;NA;"MST2021063";"MST2021063_2021-06-14"
"489";"MST2021071";"FlemmingNoergaard&PauliJoergensen";"Belone";"Fyn";"2021-10-13";"FYN6900017";"94230001";55.4678333333333;10.5169333333333;98;1;"1500";"nej";NA;"2021-10-21";11.4;NA;"MST2021071";"MST2021071_2021-10-13"
"490";"MST2021077";"FlemmingNoergaard&PauliJoergensen";"Belone";"Fyn";"2021-10-13";"FYN6900017";"94230001";55.4678333333333;10.5169333333333;98;1;"1600";"nej";NA;"2021-10-21";11.4;NA;"MST2021077";"MST2021077_2021-10-13"
"491";"MST2021005";"EmilGuddalLarsen";"Mergus";"Sjaelland";"2021-06-01";"ROS60_322RoskildeFjord";"93220011";55.713;12.04;48;1;"1600";"nej";NA;"2021-06-10";17.1;NA;"MST2021005";"MST2021005_2021-06-01"
"492";"MST2021020";"EmilGuddalLarsen";"Mergus";"Sjaelland";"2021-06-01";"ROS60_322RoskildeFjord";"93220011";55.713;12.04;48;1;"1600";"nej";NA;"2021-06-10";17.1;NA;"MST2021020";"MST2021020_2021-06-01"
"493";"MST2021025";"EmilGuddalLarsen";"Mergus";"Sjaelland";"2021-06-10";"FranksRev";"99150002";55.0334833333333;15.5078333333333;39;28;"1750";"nej";NA;"2021-06-15";16.8;"Datoforoverfoerseltil_80Cfryserenilaboratorieterikkedokumenteremenproevemersenestblevetoverfoertd15_06_2021ogmuligvisvedentidligeredato
";"MST2021025";"MST2021025_2021-06-10"
"494";"MST2021018";"EmilGuddalLarsen";"Mergus";"Sjaelland";"2021-06-10";"FranksRev";"99150002";55.0334833333333;15.5078333333333;39;28;"1600";"nej";NA;"2021-06-15";16.8;"Datoforoverfoerseltil_80Cfryserenilaboratorieterikkedokumenteremenproevemersenestblevetoverfoertd15_06_2021ogmuligvisvedentidligeredato
";"MST2021018";"MST2021018_2021-06-10"
"495";"MST2021074";"EmilGuddalLarsen";"Mergus";"Sjaelland";"2021-06-17";"Nivaa";"97230017";56.56295;12.8861388888889;35;2.2e+16;"1500";"nej";NA;NA;17.4;"Enspecifikdatoforoverfoerseltil_80Cfryserenkanikkedokumenteresmeneftersomderkkeernoteretnogenafvigelserisystemetmaadenvaerelagtifryserenindenfor14dageAltsaasenestd1_7_2021
";"MST2021074";"MST2021074_2021-06-17"
"496";"MST2021061";"EmilGuddalLarsen";"Mergus";"Sjaelland";"2021-06-17";"Nivaa";"97230017";56.56295;12.8861388888889;35;2.2e+16;"1500";"nej";NA;NA;17.4;"Enspecifikdatoforoverfoerseltil_80Cfryserenkanikkedokumenteresmeneftersomderkkeernoteretnogenafvigelserisystemetmaadenvaerelagtifryserenindenfor14dageAltsaasenestd1_7_2021
";"MST2021061";"MST2021061_2021-06-17"
"497";"MST1028";"RasmusBillegrav";"LivII";"MSTSYD";"2021-03-15";"FFSB0011";"95700008";54.8341666666667;9.81666666666667;292;282;"1600";"ja";"17";"2021-03-26";27.8;NA;"MST1028";"MST1028_2021-03-15"
"498";"MST1032";"RasmusBillegrav";"LivII";"MSTSYD";"2021-03-15";"FFSB0011";"95700008";54.8341666666667;9.81666666666667;292;282;"1550";"ja";"17";"2021-03-26";27.8;NA;"MST1032";"MST1032_2021-03-15"
"499";"MST1033";"RasmusBillegrav";"LivII";"MSTSYD";"2021-03-15";"FFSB0011";"95700008";54.8341666666667;9.81666666666667;292;282;"1550";"ja";"17";"2021-03-26";27.8;NA;"MST1033";"MST1033_2021-03-15"
"500";"MST1027";"RasmusBillegrav";"LivII";"MSTFYN";"2021-03-19";"Sydfynskeoehav_BF11";"96510125";55.0262;10.3685111111111;165;155;"1500";"ja";"95";"2021-03-26";42;NA;"MST1027";"MST1027_2021-03-19"
"501";"MST1020";"RasmusBillegrav";"LivII";"MSTFYN";"2021-03-19";"Sydfynskeoehav_BF11";"96510125";55.0262;10.3685111111111;165;155;"1500";"ja";"95";"2021-03-26";42;NA;"MST1020";"MST1020_2021-03-19"
"502";"MST2021012";"KRISTIANMCGREGOR";"LIVII";"MSTSYD";"2021-04-27";"VejleFjordindre_VF";"95130028";55.7021833333333;9.66136111111111;69;59;"1500";"nej";"na";"2021-05-03";81.7;NA;"MST2021012";"MST2021012_2021-04-27"
"503";"MST2021017";"KRISTIANMCGREGOR";"LivII";"MSTSYD";"2021-04-27";"VejleFjordindre_VF";"95130028";55.7021833333333;9.66136111111111;69;59;"1500";"nej";"na";"2021-05-03";81.7;NA;"MST2021017";"MST2021017_2021-04-27"
"504";"MST2021075";"janeRobertsen";"Frigg";"MSTOJL";"2021-05-11";"VEJ0006870_94300001";"94300001";55.6743833333333;10.0845083333333;21;1;"1100";"ja";"13";"2021-05-20";98.1;NA;"MST2021075";"MST2021075_2021-05-11"
"505";"MST2021027";"janeRobertsen";"Frigg";"MSTOJL";"2021-05-11";"VEJ0006870_94300001";"94300001";55.6743833333333;10.0845083333333;21;1;"1150";"ja";"13";"2021-05-20";98.1;NA;"MST2021027";"MST2021027_2021-05-11"
"506";"MST1022";"janeRobertsen";"Frigg";"MSTOJL";"2021-05-17";"ARH1700006_94400007";"94400007";56.1547333333333;10.3170055555556;162;1;"1100";"ja";"9";"2021-05-20";10.9;NA;"MST1022";"MST1022_2021-05-17"
"507";"MST2021053";"janeRobertsen";"Frigg";"MSTOJL";"2021-05-17";"ARH1700006_94400007";"94400007";56.1547333333333;10.3170055555556;162;1;"1000";"ja";"9";"2021-05-20";10.9;NA;"MST2021053";"MST2021053_2021-05-17"
"508";"MST2021089";"janeRobertsen";"Frigg";"MSTOJL";"2021-05-17";"EbeltoftVig";"94510035";56.2094;10.6003444444444;14;13;"1400";"ja";"75";"2021-05-20";77.3;NA;"MST2021089";"MST2021089_2021-05-17"
"509";"MST2021100";"janeRobertsen";"Frigg";"MSTOJL";"2021-05-17";"EbeltoftVig";"94510035";56.2094;10.6003444444444;14;13;"1500";"ja";"75";"2021-05-20";77.3;NA;"MST2021100";"MST2021100_2021-05-17"
"510";"MST2021088";"janeRobertsen";"Frigg";"MSTFYN";"2021-05-20";"KertemindeBugt";"96700057";55.4392166666667;10.8276944444444;198;188;"1600";"ja";"75";"2021-05-21";73.7;NA;"MST2021088";"MST2021088_2021-05-20"
"511";"MST2021094";"janeRobertsen";"Frigg";"MSTFYN";"2021-05-20";"KertemindeBugt";"96700057";55.4392166666667;10.8276944444444;198;188;"1500";"ja";"75";"2021-05-21";73.7;NA;"MST2021094";"MST2021094_2021-05-20"
"512";"MST2021062";"janeRobertsen";"Frigg";"MSTFYN";"2021-05-21";"95600002_FYN6300043";"95600002";54.9975833333333;10.1654166666667;361;1;"1400";"ja";"12";"2021-05-21";112.2;NA;"MST2021062";"MST2021062_2021-05-21"
"513";"MST2021087";"janeRobertsen";"Frigg";"MSTFYN";"2021-05-21";"95600002_FYN6300043";"95600002";54.9975833333333;10.1654166666667;361;1;"1500";"ja";"12";"2021-05-21";112.2;NA;"MST2021087";"MST2021087_2021-05-21"
"514";"MST2021051";"RasmusBillegrav";"Frigg";"MSTNJL";"2021-06-04";"93730002_VIB3708_1";"93730002";56.9543333333333;9.07075;7;1;"1700";"nej";NA;"2021-06-10";150.8;NA;"MST2021051";"MST2021051_2021-06-04"
"515";"MST2021078";"RasmusBillegrav";"Frigg";"MSTNJL";"2021-06-04";"93730002_VIB3708_1";"93730002";56.9543333333333;9.07075;7;1;"1550";"nej";NA;"2021-06-10";150.8;NA;"MST2021078";"MST2021078_2021-06-04"
"516";"MST2021099";"RasmusBillegrav";"Frigg";"MSTOJL";"2021-08-24";"94400007_ARH170006";"94400007";56.1544166666667;10.3166972222222;16;1;"1500";"ja";"3";"2021-08-25";175.1;NA;"MST2021099";"MST2021099_2021-08-24"
"517";"MST2021065";"RasmusBillegrav";"Frigg";"MSTOJL";"2021-08-24";"94400007_ARH170006";"94400007";56.1544166666667;10.3166972222222;16;1;"1500";"ja";"3";"2021-08-25";175.1;NA;"MST2021065";"MST2021065_2021-08-24"
"518";"MST2021058";"KRISTIANMCGREGOR";"Frigg";"MSTOJL";"2021-08-30";"94300001_VEJ0006870";"94300001";55.6743833333333;10.0845083333333;194;1;"1500";"ja";"17";"2021-09-03";100.7;NA;"MST2021058";"MST2021058_2021-08-30"
"519";"MST2021097";"KRISTIANMCGREGOR";"Frigg";"MSTOJL";"2021-08-30";"94300001_VEJ0006870";"94300001";55.6743833333333;10.0845083333333;194;1;"1500";"ja";"17";"2021-09-03";100.7;NA;"MST2021097";"MST2021097_2021-08-30"
"520";"MST2021064";"kristianmcgregor";"Frigg";"MSTNJL";"2021-09-02";"93730002_VIB3708_1";"93730002";56.954;9.05020833333333;76;1;"700";"nej";"na";"2021-09-08";173.7;"Breddegrad:56572400";"MST2021064";"MST2021064_2021-09-02"
"521";"MST2021092";"kristianmcgregor";"Frigg";"MSTNJL";"2021-09-02";"93730002_VIB3708_1";"93730002";56.954;9.05020833333333;76;1;"700";"nej";"na";"2021-09-08";173.7;NA;"MST2021092";"MST2021092_2021-09-02"
"522";"MST2021079";"RasmusBillegrav";"Frigg";"MSTMJL";"2021-09-06";"93740007_VIB3727_1";"93740007";56.6208333333333;9.06681944444444;51;1;"1100";"ja";"2";"2021-09-08";173.5;NA;"MST2021079";"MST2021079_2021-09-06"
"523";"MST2021066";"RasmusBillegrav";"Frigg";"MSTMJL";"2021-09-06";"93740007_VIB3727_1";"93740007";56.6208333333333;9.06681944444444;51;1;"1100";"ja";"2";"2021-09-08";173.5;NA;"MST2021066";"MST2021066_2021-09-06"
"524";"MST2021082";"RasmusBillegrav";"Frigg";"MSTNJL";"2021-09-07";"93000005_NOR409";"93000005";56.8561;10.7845083333333;146;1;"1500";"ja";"4";"2021-09-08";160.3;NA;"MST2021082";"MST2021082_2021-09-07"
"525";"MST2021095";"RasmusBillegrav";"Frigg";"MSTNJL";"2021-09-07";"93000005_NOR409";"93000005";56.8561;10.7845083333333;146;1;"1450";"ja";"4";"2021-09-08";160.3;NA;"MST2021095";"MST2021095_2021-09-07"
"526";"MST2021070";"RasmusBillegrav";"Frigg";"MSTNJL";"2021-10-26";"93610032";"93610032";56.6626666666667;9.96678333333333;28;1;"1200";"ja";"86";"2021-10-27";107.4;NA;"MST2021070";"MST2021070_2021-10-26"
"527";"MST2021072";"RasmusBillegrav";"Frigg";"MSTNJL";"2021-10-26";"93610032";"93610032";56.6626666666667;9.96678333333333;28;1;"1250";"ja";"86";"2021-10-27";107.4;NA;"MST2021072";"MST2021072_2021-10-26"
"528";"MST1043";"JOCTH";"Musling";"MSTOJL";"2021-04-06";"Hevringbugt";"93500119";56.6261666666667;10.3204;12;11;"1500";"nej";NA;"2021-04-12";64.3;NA;"MST1043";"MST1043_2021-04-06"
"529";"MST1045";"JOCTH";"Musling";"MSTOJL";"2021-04-06";"Hevringbugt";"93500119";56.6261666666667;10.3204;12;11;"1600";"nej";NA;"2021-04-12";64.3;NA;"MST1045";"MST1045_2021-04-06"
"530";"MST1024";"JOCTH";"Musling";"MSTMJL";"2021-04-15";"NissumBredning";"93770056";56.6008333333333;8.400225;6;5;"1500";"nej";NA;"2021-04-19";69;NA;"MST1024";"MST1024_2021-04-15"
"531";"MST1030";"JOCTH";"Musling";"MSTMJL";"2021-04-15";"NissumBredning";"93770056";56.6008333333333;8.400225;6;5;"1400";"nej";NA;"2021-04-19";69;NA;"MST1030";"MST1030_2021-04-15"
"532";"MST1031";"PHELD_NIFSO";"Daphne";"MST_SJL";"2021-03-17";"Isefjordydre";"93210013";55.8656666666667;11.7835111111111;105;89;"1500";"nej";"Ingenlagdeling";"2021-03-26";33.6;NA;"MST1031";"MST1031_2021-03-17"
"533";"MST1037";"PHELD_NIFSO";"Daphne";"MST_SJL";"2021-03-17";"Isefjordydre";"93210013";55.8656666666667;11.7835111111111;105;89;"1500";"nej";"Ingenlagdeling";"2021-03-26";33.6;NA;"MST1037";"MST1037_2021-03-17"
"534";"MST2021039";"PHELD_ALKRI";"Sif";"MST_NJL";"2021-05-07";"MariagerFjord";"93610032";56.6626666666667;9.96678333333333;27;1;"1800";"ja";"7m";"2021-05-20";92.8;NA;"MST2021039";"MST2021039_2021-05-07"
"535";"MST2021021";"PHELD_ALKRI";"Sif";"MST_NJL";"2021-05-07";"MariagerFjord";"93610032";56.6626666666667;9.96678333333333;27;1;"1800";"ja";"7m";"2021-05-20";92.8;NA;"MST2021021";"MST2021021_2021-05-07"
"536";"MST1054";"ALKRI_NIFSO";"Sif";"MST_FYN";"2021-05-18";"DMU444_Arkona";"99000052";55;13.3;48;1;"1400";"ja";"38m";"2021-05-31";92;NA;"MST1054";"MST1054_2021-05-18"
"537";"MST1055";"ALKRI_NIFSO";"Sif";"MST_FYN";"2021-05-18";"DMU444_Arkona";"99000052";55;13.3;48;1;"1600";"ja";"38m";"2021-05-31";92;NA;"MST1055";"MST1055_2021-05-18"
"538";"MST2021008";"ALKRI_NIFSO";"Sif";"MST_SJL";"2021-05-19";"KBH431_Ven";"97200002";55.8666666666667;12.75;55;1;"1300";"ja";"86";"2021-05-31";11.8;NA;"MST2021008";"MST2021008_2021-05-19"
"539";"MST1060";"ALKRI_NIFSO";"Sif";"MST_SJL";"2021-05-19";"KBH431_Ven";"97200002";55.8666666666667;12.75;55;1;"1301";"ja";"86";"2021-05-31";11.8;NA;"MST1060";"MST1060_2021-05-19"
"540";"MST2021019";"ALKRI_NICRA";"Sif";"MST_NJL";"2021-05-25";"NOR409_aalborgBugt";"93000005";56.8566666666667;10.7834722222222;146;1;"1650";"ja";"11m";"2021-05-31";88;NA;"MST2021019";"MST2021019_2021-05-25"
